0.000029, 0.005882, 10
0.000076, 0.004706, 10
0.000341, 0.026471, 10
0.000812, 0.047059, 10
0.001547, 0.073529, 10
0.002606, 0.105882, 10
0.004047, 0.144118, 10
0.005929, 0.188235, 10
0.008312, 0.238235, 10
0.011253, 0.294118, 10
0.014812, 0.355882, 10
0.019047, 0.423529, 10
0.024018, 0.497059, 10
0.029782, 0.576471, 10
0.036400, 0.661765, 10
0.043929, 0.752941, 10
0.052429, 0.850000, 10
0.061929, 0.950000, 10
0.072429, 1.050000, 10
0.083929, 1.150000, 10
0.096429, 1.250000, 10
0.109929, 1.350000, 10
0.124429, 1.450000, 10
0.139929, 1.550000, 10
0.156429, 1.650000, 10
0.173929, 1.750000, 10
0.192429, 1.850000, 10
0.211929, 1.950000, 10
0.232429, 2.050000, 10
0.253929, 2.150000, 10
0.276429, 2.250000, 10
0.299929, 2.350000, 10
0.324429, 2.450000, 10
0.349929, 2.550000, 10
0.376429, 2.650000, 10
0.403929, 2.750000, 10
0.432429, 2.850000, 10
0.461929, 2.950000, 10
0.492429, 3.050000, 10
0.523929, 3.150000, 10
0.556429, 3.250000, 10
0.589929, 3.350000, 10
0.624429, 3.450000, 10
0.659929, 3.550000, 10
0.696429, 3.650000, 10
0.733929, 3.750000, 10
0.772429, 3.850000, 10
0.811929, 3.950000, 10
0.852429, 4.050000, 10
0.893929, 4.150000, 10
0.936400, 4.247059, 10
0.979782, 4.338235, 10
1.024018, 4.423529, 10
1.069047, 4.502941, 10
1.114812, 4.576471, 10
1.161253, 4.644118, 10
1.208312, 4.705882, 10
1.255929, 4.761765, 10
1.304047, 4.811765, 10
1.352606, 4.855882, 10
1.401547, 4.894118, 10
1.450812, 4.926471, 10
1.500341, 4.952941, 10
1.550076, 4.973529, 10
1.599959, 4.988235, 10
1.649929, 4.997059, 10
1.699929, 5.000000, 10
1.749929, 5.000000, 10
1.799929, 5.000000, 10
1.849929, 5.000000, 10
1.899929, 5.000000, 10
1.949929, 5.000000, 10
1.999929, 5.000000, 10
2.049929, 5.000000, 10
2.099929, 5.000000, 10
2.149929, 5.000000, 10
2.199929, 5.000000, 10
2.249929, 5.000000, 10
2.299929, 5.000000, 10
2.349929, 5.000000, 10
2.399929, 5.000000, 10
2.449929, 5.000000, 10
2.499929, 5.000000, 10
2.549929, 5.000000, 10
2.599929, 5.000000, 10
2.649929, 5.000000, 10
2.699929, 5.000000, 10
2.749929, 5.000000, 10
2.799929, 5.000000, 10
2.849929, 5.000000, 10
2.899929, 5.000000, 10
2.949929, 5.000000, 10
2.999929, 5.000000, 10
3.049929, 5.000000, 10
3.099929, 5.000000, 10
3.149929, 5.000000, 10
3.199929, 5.000000, 10
3.249929, 5.000000, 10
3.299929, 5.000000, 10
3.349929, 5.000000, 10
3.399929, 5.000000, 10
3.449929, 5.000000, 10
3.499929, 5.000000, 10
3.549929, 5.000000, 10
3.599929, 5.000000, 10
3.649929, 5.000000, 10
3.699929, 5.000000, 10
